file,codechurn
coupons/3.png,0
coupons/4.png,0
coupons/45.png,0
coupons/46.png,0
coupons/47.png,0
coupons/48.png,0
coupons/5.png,0
coupons/6.png,0
coupons/cupom.png,0
users/16.png,0
users/17.png,0
src/main/java/br/ufc/great/syspromocity/controller/DashboardController.java,214
src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,352
src/main/java/br/ufc/great/syspromocity/controller/StoreController.java,543
src/main/java/br/ufc/great/syspromocity/security/WebSecurityConfig.java,90
src/main/resources/templates/dashboard/indexUser.html,76
src/main/resources/templates/fragments/mainsidebar.html,43
src/main/resources/templates/stores/formPromotionsStoreOfUser.html,89
src/main/resources/templates/stores/listPromotionsStoreOfUser.html,54
src/main/java/br/ufc/great/syspromocity/controller/UserController.java,482
src/main/java/br/ufc/great/syspromocity/model/MyStores.java,34
src/main/java/br/ufc/great/syspromocity/repository/MyStoresRepository.java,12
src/main/java/br/ufc/great/syspromocity/service/MyStoresService.java,26
src/main/resources/static/dist/js/mapa.js,71
src/main/resources/templates/accesscontrol/form.html,46
src/main/resources/templates/accesscontrol/formEdit.html,45
src/main/resources/templates/dashboard/index.html,118
src/main/resources/templates/dashboard/indexStoreOwner.html,78
src/main/resources/templates/stores/formMyStore.html,96
src/main/resources/templates/stores/formStoreOfUser.html,96
src/main/resources/templates/stores/listStoresOfUser.html,61
docs/Class Diagram SysPromocity.png,0
docs/Diagrama de Classes SysPromocity.asta,0
src/main/resources/templates/login.html,93
users/14.png,0
users/8.png,0
users/9.png,0
src/main/java/br/ufc/great/syspromocity/model/Users.java,195
src/main/resources/templates/users/formpwdProfile.html,111
src/main/resources/templates/register.html,124
pom.xml,85
src/main/java/br/ufc/great/syspromocity/controller/FileUploadController.java,142
src/main/java/br/ufc/great/syspromocity/util/Constantes.java,10
src/main/resources/templates/fragments/header.html,63
src/main/resources/templates/uploads/formpwd.html,98
src/main/resources/templates/uploads/uploadstatusview.html,16
src/main/resources/templates/uploads/uploadview.html,13
src/main/resources/templates/uploads/viewfileuploaded.html,10
src/main/resources/templates/users/form.html,63
src/main/resources/templates/users/formImage.html,46
src/main/resources/templates/users/formpwd.html,98
src/main/resources/templates/users/list.html,52
src/main/resources/templates/users/listAllUsers.html,47
src/main/resources/templates/users/listFriends.html,49
users/1.png,0
users/2.png,0
users/3.png,0
users/anonymous2.png,0
src/main/java/br/ufc/great/syspromocity/controller/AccessControlController.java,123
src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,167
src/main/resources/templates/accesscontrol/list.html,47
src/main/resources/templates/coupons/all.html,48
src/main/resources/templates/users/listCoupons.html,42
src/main/resources/static/dist/img/anonymous2.png,0
src/main/resources/sql/autorities.sql,15
src/main/resources/sql/popula.sql,24
src/main/resources/sql/security.sql,19
src/main/resources/templates/promotions/list.html,48
src/main/resources/static/dist/js/mapsStores.json,102
src/main/resources/templates/coupons/form.html,50
src/main/java/br/ufc/great/syspromocity/model/Coupon.java,64
src/main/java/br/ufc/great/syspromocity/util/GeradorQRCode.java,77
coupons/36.png,0
coupons/38.png,0
coupons/39.png,0
coupons/40.png,0
coupons/41.png,0
coupons/42.png,0
coupons/43.png,0
coupons/44.png,0
src/main/java/br/ufc/great/syspromocity/SystemApplication.java,26
src/main/resources/application.properties,17
src/main/resources/templates/promotions/formEditCoupon.html,50
src/main/java/br/ufc/great/syspromocity/util/ManipuladorDatas.java,21
src/main/resources/static/dist/coupons/36.png,0
src/main/resources/static/dist/coupons/38.png,0
src/main/resources/static/dist/coupons/39.png,0
src/main/resources/templates/promotions/formCoupons.html,48
src/main/resources/templates/stores/formEditPromotion.html,72
src/main/resources/templates/stores/formPromotions.html,89
src/main/resources/templates/stores/listPromotions.html,54
src/main/java/br/ufc/great/syspromocity/repository/UsersRepository.java,17
src/main/java/br/ufc/great/syspromocity/service/AbstractService.java,61
src/main/java/br/ufc/great/syspromocity/service/UsersService.java,29
src/main/resources/templates/stores/list.html,71
src/main/java/br/ufc/great/syspromocity/model/AbstractModel.java,55
src/main/java/br/ufc/great/syspromocity/model/Authorities.java,23
src/main/java/br/ufc/great/syspromocity/repository/AuthoritiesRepository.java,11
src/main/java/br/ufc/great/syspromocity/service/AuthoritiesService.java,30
src/main/resources/static/dist/js/ufpimaps.json,142
src/main/resources/templates/stores/form.html,96
src/main/java/br/ufc/great/syspromocity/repository/CouponsRepository.java,13
src/main/java/br/ufc/great/syspromocity/service/CouponsService.java,37
src/main/resources/templates/promotions/listCoupons.html,51
README.md,117
src/main/resources/static/dist/css/estilo.css,3
src/main/resources/static/dist/img/m1.png,0
src/main/resources/static/dist/img/m2.png,0
src/main/resources/static/dist/img/m3.png,0
src/main/resources/static/dist/img/m4.png,0
src/main/resources/static/dist/img/m5.png,0
src/main/resources/static/dist/img/marcador.png,0
src/main/resources/static/dist/img/pin.png,0
src/main/resources/static/dist/js/infobox.js,1
src/main/resources/static/dist/js/markerclusterer.js,1315
src/main/resources/templates/promotions/formEdit.html,72
src/main/resources/templates/promotions/form.html,50
src/main/resources/static/dist/.DS_Store,0
src/.DS_Store,0
src/main/.DS_Store,0
src/main/java/br/ufc/great/syspromocity/MvcConfig.java,21
src/main/java/br/ufc/great/syspromocity/controller/CustomerController.java,85
src/main/java/br/ufc/great/syspromocity/model/Customers.java,58
src/main/java/br/ufc/great/syspromocity/model/Promotion.java,64
src/main/java/br/ufc/great/syspromocity/model/Store.java,97
src/main/java/br/ufc/great/syspromocity/repository/CustomersRepository.java,16
src/main/java/br/ufc/great/syspromocity/repository/PromotionsRepository.java,12
src/main/java/br/ufc/great/syspromocity/repository/StoresRepository.java,12
src/main/java/br/ufc/great/syspromocity/service/CustomersService.java,26
src/main/java/br/ufc/great/syspromocity/service/PromotionsService.java,27
src/main/java/br/ufc/great/syspromocity/service/StoresService.java,27
src/main/java/br/ufc/great/syspromocity/util/GeradorSenha.java,33
src/main/resources/static/SysRepoTDAdmin.png,0
src/main/resources/static/bootstrap/css/bootstrap.css,6760
src/main/resources/static/bootstrap/css/bootstrap.css.map,1
src/main/resources/static/bootstrap/css/bootstrap.min.css,6
src/main/resources/static/bootstrap/css/bootstrap.min.css.map,1
src/main/resources/static/bootstrap/fonts/glyphicons-halflings-regular.eot,0
src/main/resources/static/bootstrap/fonts/glyphicons-halflings-regular.svg,288
src/main/resources/static/bootstrap/fonts/glyphicons-halflings-regular.ttf,0
src/main/resources/static/bootstrap/fonts/glyphicons-halflings-regular.woff,0
src/main/resources/static/bootstrap/fonts/glyphicons-halflings-regular.woff2,0
src/main/resources/static/bootstrap/js/bootstrap.js,2363
src/main/resources/static/bootstrap/js/bootstrap.min.js,7
src/main/resources/static/bootstrap/js/npm.js,13
src/main/resources/static/dist/css/AdminLTE.css,4915
src/main/resources/static/dist/css/AdminLTE.min.css,7
src/main/resources/static/dist/css/skins/_all-skins.css,1806
src/main/resources/static/dist/css/skins/_all-skins.min.css,1
src/main/resources/static/dist/css/skins/skin-black-light.css,176
src/main/resources/static/dist/css/skins/skin-black-light.min.css,1
src/main/resources/static/dist/css/skins/skin-black.css,161
src/main/resources/static/dist/css/skins/skin-black.min.css,1
src/main/resources/static/dist/css/skins/skin-blue-light.css,167
src/main/resources/static/dist/css/skins/skin-blue-light.min.css,1
src/main/resources/static/dist/css/skins/skin-blue.css,142
src/main/resources/static/dist/css/skins/skin-blue.min.css,1
src/main/resources/static/dist/css/skins/skin-green-light.css,156
src/main/resources/static/dist/css/skins/skin-green-light.min.css,1
src/main/resources/static/dist/css/skins/skin-green.css,134
src/main/resources/static/dist/css/skins/skin-green.min.css,1
src/main/resources/static/dist/css/skins/skin-purple-light.css,156
src/main/resources/static/dist/css/skins/skin-purple-light.min.css,1
src/main/resources/static/dist/css/skins/skin-purple.css,134
src/main/resources/static/dist/css/skins/skin-purple.min.css,1
src/main/resources/static/dist/css/skins/skin-red-light.css,156
src/main/resources/static/dist/css/skins/skin-red-light.min.css,1
src/main/resources/static/dist/css/skins/skin-red.css,134
src/main/resources/static/dist/css/skins/skin-red.min.css,1
src/main/resources/static/dist/css/skins/skin-yellow-light.css,156
src/main/resources/static/dist/css/skins/skin-yellow-light.min.css,1
src/main/resources/static/dist/css/skins/skin-yellow.css,134
src/main/resources/static/dist/css/skins/skin-yellow.min.css,1
src/main/resources/static/dist/img/avatar.png,0
src/main/resources/static/dist/img/avatar04.png,0
src/main/resources/static/dist/img/avatar2.png,0
src/main/resources/static/dist/img/avatar3.png,0
src/main/resources/static/dist/img/avatar5.png,0
src/main/resources/static/dist/img/boxed-bg.jpg,0
src/main/resources/static/dist/img/boxed-bg.png,0
src/main/resources/static/dist/img/credit/american-express.png,0
src/main/resources/static/dist/img/credit/cirrus.png,0
src/main/resources/static/dist/img/credit/mastercard.png,0
src/main/resources/static/dist/img/credit/mestro.png,0
src/main/resources/static/dist/img/credit/paypal.png,0
src/main/resources/static/dist/img/credit/paypal2.png,0
src/main/resources/static/dist/img/credit/visa.png,0
src/main/resources/static/dist/img/default-50x50.gif,0
src/main/resources/static/dist/img/icons.png,0
src/main/resources/static/dist/img/photo1.png,0
src/main/resources/static/dist/img/photo2.png,0
src/main/resources/static/dist/img/photo3.jpg,0
src/main/resources/static/dist/img/photo4.jpg,0
src/main/resources/static/dist/img/user1-128x128.jpg,0
src/main/resources/static/dist/img/user2-160x160.jpg,0
src/main/resources/static/dist/img/user3-128x128.jpg,0
src/main/resources/static/dist/img/user4-128x128.jpg,0
src/main/resources/static/dist/img/user5-128x128.jpg,0
src/main/resources/static/dist/img/user6-128x128.jpg,0
src/main/resources/static/dist/img/user7-128x128.jpg,0
src/main/resources/static/dist/img/user8-128x128.jpg,0
src/main/resources/static/dist/js/app.js,758
src/main/resources/static/dist/js/app.min.js,13
src/main/resources/static/dist/js/demo.js,338
src/main/resources/static/dist/js/pages/dashboard.js,210
src/main/resources/static/dist/js/pages/dashboard2.js,274
src/main/resources/static/plugins/bootstrap-slider/bootstrap-slider.js,1576
src/main/resources/static/plugins/bootstrap-slider/slider.css,282
src/main/resources/static/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.all.js,14975
src/main/resources/static/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.all.min.js,8
src/main/resources/static/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.css,117
src/main/resources/static/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.min.css,3
src/main/resources/static/plugins/chartjs/Chart.js,3477
src/main/resources/static/plugins/chartjs/Chart.min.js,11
src/main/resources/static/plugins/ckeditor/CHANGES.md,1053
src/main/resources/static/plugins/ckeditor/LICENSE.md,1420
src/main/resources/static/plugins/ckeditor/README.md,39
src/main/resources/static/plugins/ckeditor/adapters/jquery.js,10
src/main/resources/static/plugins/ckeditor/build-config.js,159
src/main/resources/static/plugins/ckeditor/ckeditor.js,1010
src/main/resources/static/plugins/ckeditor/config.js,38
src/main/resources/static/plugins/ckeditor/contents.css,132
src/main/resources/static/plugins/ckeditor/lang/af.js,5
src/main/resources/static/plugins/ckeditor/lang/ar.js,5
src/main/resources/static/plugins/ckeditor/lang/bg.js,5
src/main/resources/static/plugins/ckeditor/lang/bn.js,5
src/main/resources/static/plugins/ckeditor/lang/bs.js,5
src/main/resources/static/plugins/ckeditor/lang/ca.js,5
src/main/resources/static/plugins/ckeditor/lang/cs.js,5
src/main/resources/static/plugins/ckeditor/lang/cy.js,5
src/main/resources/static/plugins/ckeditor/lang/da.js,5
src/main/resources/static/plugins/ckeditor/lang/de-ch.js,5
src/main/resources/static/plugins/ckeditor/lang/de.js,5
src/main/resources/static/plugins/ckeditor/lang/el.js,5
src/main/resources/static/plugins/ckeditor/lang/en-au.js,5
src/main/resources/static/plugins/ckeditor/lang/en-ca.js,5
src/main/resources/static/plugins/ckeditor/lang/en-gb.js,5
src/main/resources/static/plugins/ckeditor/lang/en.js,5
src/main/resources/static/plugins/ckeditor/lang/eo.js,5
src/main/resources/static/plugins/ckeditor/lang/es.js,5
src/main/resources/static/plugins/ckeditor/lang/et.js,5
src/main/resources/static/plugins/ckeditor/lang/eu.js,5
src/main/resources/static/plugins/ckeditor/lang/fa.js,5
src/main/resources/static/plugins/ckeditor/lang/fi.js,5
src/main/resources/static/plugins/ckeditor/lang/fo.js,5
src/main/resources/static/plugins/ckeditor/lang/fr-ca.js,5
src/main/resources/static/plugins/ckeditor/lang/fr.js,5
src/main/resources/static/plugins/ckeditor/lang/gl.js,5
src/main/resources/static/plugins/ckeditor/lang/gu.js,5
src/main/resources/static/plugins/ckeditor/lang/he.js,5
src/main/resources/static/plugins/ckeditor/lang/hi.js,5
src/main/resources/static/plugins/ckeditor/lang/hr.js,5
src/main/resources/static/plugins/ckeditor/lang/hu.js,5
src/main/resources/static/plugins/ckeditor/lang/id.js,5
src/main/resources/static/plugins/ckeditor/lang/is.js,5
src/main/resources/static/plugins/ckeditor/lang/it.js,5
src/main/resources/static/plugins/ckeditor/lang/ja.js,5
src/main/resources/static/plugins/ckeditor/lang/ka.js,5
src/main/resources/static/plugins/ckeditor/lang/km.js,5
src/main/resources/static/plugins/ckeditor/lang/ko.js,5
src/main/resources/static/plugins/ckeditor/lang/ku.js,5
src/main/resources/static/plugins/ckeditor/lang/lt.js,5
src/main/resources/static/plugins/ckeditor/lang/lv.js,5
src/main/resources/static/plugins/ckeditor/lang/mk.js,5
src/main/resources/static/plugins/ckeditor/lang/mn.js,5
src/main/resources/static/plugins/ckeditor/lang/ms.js,5
src/main/resources/static/plugins/ckeditor/lang/nb.js,5
src/main/resources/static/plugins/ckeditor/lang/nl.js,5
src/main/resources/static/plugins/ckeditor/lang/no.js,5
src/main/resources/static/plugins/ckeditor/lang/pl.js,5
src/main/resources/static/plugins/ckeditor/lang/pt-br.js,5
src/main/resources/static/plugins/ckeditor/lang/pt.js,5
src/main/resources/static/plugins/ckeditor/lang/ro.js,5
src/main/resources/static/plugins/ckeditor/lang/ru.js,5
src/main/resources/static/plugins/ckeditor/lang/si.js,5
src/main/resources/static/plugins/ckeditor/lang/sk.js,5
src/main/resources/static/plugins/ckeditor/lang/sl.js,5
src/main/resources/static/plugins/ckeditor/lang/sq.js,5
src/main/resources/static/plugins/ckeditor/lang/sr-latn.js,5
src/main/resources/static/plugins/ckeditor/lang/sr.js,5
src/main/resources/static/plugins/ckeditor/lang/sv.js,5
src/main/resources/static/plugins/ckeditor/lang/th.js,5
src/main/resources/static/plugins/ckeditor/lang/tr.js,5
src/main/resources/static/plugins/ckeditor/lang/tt.js,5
src/main/resources/static/plugins/ckeditor/lang/ug.js,5
src/main/resources/static/plugins/ckeditor/lang/uk.js,5
src/main/resources/static/plugins/ckeditor/lang/vi.js,5
src/main/resources/static/plugins/ckeditor/lang/zh-cn.js,5
src/main/resources/static/plugins/ckeditor/lang/zh.js,5
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/a11yhelp.js,10
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/_translationstatus.txt,25
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/af.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ar.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/bg.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ca.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/cs.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/cy.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/da.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/de-ch.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/de.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/el.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/en-gb.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/en.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/eo.js,13
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/es.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/et.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/eu.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/fa.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/fi.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/fo.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/fr-ca.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/fr.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/gl.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/gu.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/he.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/hi.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/hr.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/hu.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/id.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/it.js,13
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ja.js,9
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/km.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ko.js,10
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ku.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/lt.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/lv.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/mk.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/mn.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/nb.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/nl.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/no.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/pl.js,13
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/pt-br.js,13
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/pt.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ro.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ru.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/si.js,10
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sk.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sl.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sq.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sr-latn.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sr.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/sv.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/th.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/tr.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/tt.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/ug.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/uk.js,12
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/vi.js,11
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/zh-cn.js,9
src/main/resources/static/plugins/ckeditor/plugins/a11yhelp/dialogs/lang/zh.js,9
src/main/resources/static/plugins/ckeditor/plugins/about/dialogs/about.js,7
src/main/resources/static/plugins/ckeditor/plugins/about/dialogs/hidpi/logo_ckeditor.png,0
src/main/resources/static/plugins/ckeditor/plugins/about/dialogs/logo_ckeditor.png,0
src/main/resources/static/plugins/ckeditor/plugins/clipboard/dialogs/paste.js,12
src/main/resources/static/plugins/ckeditor/plugins/dialog/dialogDefinition.js,4
src/main/resources/static/plugins/ckeditor/plugins/icons.png,0
src/main/resources/static/plugins/ckeditor/plugins/icons_hidpi.png,0
src/main/resources/static/plugins/ckeditor/plugins/image/dialogs/image.js,44
src/main/resources/static/plugins/ckeditor/plugins/image/images/noimage.png,0
src/main/resources/static/plugins/ckeditor/plugins/link/dialogs/anchor.js,7
src/main/resources/static/plugins/ckeditor/plugins/link/dialogs/link.js,26
src/main/resources/static/plugins/ckeditor/plugins/link/images/anchor.png,0
src/main/resources/static/plugins/ckeditor/plugins/link/images/hidpi/anchor.png,0
src/main/resources/static/plugins/ckeditor/plugins/magicline/images/hidpi/icon-rtl.png,0
src/main/resources/static/plugins/ckeditor/plugins/magicline/images/hidpi/icon.png,0
src/main/resources/static/plugins/ckeditor/plugins/magicline/images/icon-rtl.png,0
src/main/resources/static/plugins/ckeditor/plugins/magicline/images/icon.png,0
src/main/resources/static/plugins/ckeditor/plugins/pastefromword/filter/default.js,32
src/main/resources/static/plugins/ckeditor/plugins/scayt/CHANGELOG.md,20
src/main/resources/static/plugins/ckeditor/plugins/scayt/LICENSE.md,28
src/main/resources/static/plugins/ckeditor/plugins/scayt/README.md,25
src/main/resources/static/plugins/ckeditor/plugins/scayt/dialogs/options.js,19
src/main/resources/static/plugins/ckeditor/plugins/scayt/dialogs/toolbar.css,71
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/_translationstatus.txt,20
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/af.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/ar.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/bg.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/ca.js,14
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/cs.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/cy.js,14
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/da.js,11
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/de-ch.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/de.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/el.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/en-gb.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/en.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/eo.js,12
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/es.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/et.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/eu.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/fa.js,12
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/fi.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/fr-ca.js,10
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/fr.js,11
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/gl.js,13
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/he.js,12
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/hr.js,13
