file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,add/1[br.ufc.great.syspromocity.controller.Model],false,108,5,1,5,8,1,0,1,5,1,1,0,0,0,0,6,0,0,0,0,0,0,0,11,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,"list/2[java.lang.Integer,br.ufc.great.syspromocity.controller.Model]",false,81,7,1,10,15,1,4,2,10,1,1,0,0,0,0,9,4,4,3,0,0,0,0,18,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,"edit/2[java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,128,7,1,7,9,1,0,2,7,1,1,0,0,0,0,7,0,0,0,0,0,0,0,11,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,checkUser/0,false,41,2,1,5,4,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,2,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,setCouponService/1[br.ufc.great.syspromocity.service.CouponsService],false,29,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,setUserService/1[br.ufc.great.syspromocity.service.UsersService],false,34,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,all/1[br.ufc.great.syspromocity.controller.Model],false,52,6,1,6,9,1,1,1,6,1,1,0,0,0,0,6,0,1,0,0,0,0,0,12,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/CouponController.java,br.ufc.great.syspromocity.controller.CouponController,delete/1[java.lang.Long],false,161,3,1,1,4,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,"save/2[br.ufc.great.syspromocity.model.Promotion,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,151,4,1,3,6,1,1,2,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,16,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,setUserService/1[br.ufc.great.syspromocity.service.UsersService],false,42,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,checkUser/0,false,46,2,1,5,4,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,"saveCoupon/4[java.lang.Integer,java.lang.Integer,br.ufc.great.syspromocity.model.Coupon,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,303,6,3,8,13,1,2,4,8,0,0,1,1,0,0,7,0,2,1,2,0,0,0,33,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,index/1[br.ufc.great.syspromocity.controller.Model],false,57,6,1,6,9,1,1,1,6,1,1,0,0,0,0,6,0,1,0,0,0,0,0,11,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,delete/1[java.lang.Long],false,165,3,1,1,4,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,"addCoupon/2[java.lang.Integer,br.ufc.great.syspromocity.controller.Model]",false,200,8,1,8,13,1,3,2,8,1,1,0,0,0,0,10,0,3,1,0,0,0,0,34,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,add/1[br.ufc.great.syspromocity.controller.Model],false,104,6,1,5,10,1,1,1,5,1,1,0,0,0,0,6,0,2,0,0,0,0,0,12,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,"list/2[java.lang.Integer,br.ufc.great.syspromocity.controller.Model]",false,77,7,1,10,15,1,4,2,10,1,1,0,0,0,0,9,4,4,3,0,0,0,0,15,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,"editCoupon/3[java.lang.Long,java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,258,9,3,16,24,1,2,3,16,1,1,1,1,0,0,10,0,3,0,2,0,0,0,25,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,"deleteCoupon/3[java.lang.Integer,java.lang.Integer,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,333,6,3,7,12,1,2,3,7,0,0,1,1,0,0,6,0,2,0,2,0,0,0,25,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,"listCoupons/2[java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,178,8,1,8,10,1,1,2,8,1,1,0,0,0,0,8,0,1,0,0,0,0,0,15,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,"edit/2[java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,126,8,1,8,12,1,1,2,8,1,1,0,0,0,0,8,0,2,0,0,0,0,0,12,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,"save/3[java.lang.Integer,br.ufc.great.syspromocity.model.Coupon,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,228,8,1,12,12,1,6,3,12,0,0,0,0,0,0,7,1,6,3,0,0,0,0,33,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/PromotionController.java,br.ufc.great.syspromocity.controller.PromotionController,setpromotionService/1[br.ufc.great.syspromocity.service.PromotionsService],false,37,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/AccessControlController.java,br.ufc.great.syspromocity.controller.AccessControlController,add/1[br.ufc.great.syspromocity.controller.Model],false,75,4,1,4,7,1,0,1,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/AccessControlController.java,br.ufc.great.syspromocity.controller.AccessControlController,"save/3[br.ufc.great.syspromocity.model.Authorities,java.lang.String,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,114,5,1,3,6,1,1,3,3,0,0,0,0,0,0,5,0,1,0,0,0,0,0,15,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/AccessControlController.java,br.ufc.great.syspromocity.controller.AccessControlController,setUserService/1[br.ufc.great.syspromocity.service.UsersService],false,42,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/AccessControlController.java,br.ufc.great.syspromocity.controller.AccessControlController,checkUser/0,false,46,2,1,5,4,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/AccessControlController.java,br.ufc.great.syspromocity.controller.AccessControlController,setAuthoritiesService/1[br.ufc.great.syspromocity.service.AuthoritiesService],false,37,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/AccessControlController.java,br.ufc.great.syspromocity.controller.AccessControlController,index/1[br.ufc.great.syspromocity.controller.Model],false,57,6,1,6,9,1,1,1,6,1,1,0,0,0,0,6,0,1,0,0,0,0,0,12,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/AccessControlController.java,br.ufc.great.syspromocity.controller.AccessControlController,"edit/2[java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,94,5,1,5,7,1,0,2,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"edit/2[java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,135,6,1,8,11,1,1,2,8,1,1,0,0,0,0,8,0,1,0,0,0,0,0,11,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,getAmountOfFriends/1[java.lang.Long],false,391,5,1,2,4,1,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,21,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"selectImage/2[java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,410,6,1,7,12,1,1,2,7,1,1,0,0,0,0,10,0,1,0,0,0,0,0,11,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"list/2[java.lang.Integer,br.ufc.great.syspromocity.controller.Model]",false,91,7,1,10,15,1,4,2,10,1,1,0,0,0,0,9,4,4,3,0,0,0,0,17,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"listCoupons/2[long,br.ufc.great.syspromocity.controller.Model]",false,264,7,1,7,10,1,1,2,7,1,1,0,0,0,0,7,0,1,0,0,0,0,0,14,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,setUserService/1[br.ufc.great.syspromocity.service.UsersService],false,46,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,getAmountOfCoupons/1[java.lang.Long],false,404,5,1,2,4,1,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,21,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,index/1[br.ufc.great.syspromocity.controller.Model],false,71,5,1,6,9,1,1,1,6,1,1,0,0,0,0,6,0,1,0,0,0,0,0,7,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,listAllUsers/1[br.ufc.great.syspromocity.controller.Model],false,283,5,1,6,9,1,1,1,6,1,1,0,0,0,0,6,0,1,0,0,0,0,0,12,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,showRegistrationPage/1[br.ufc.great.syspromocity.controller.Model],false,435,3,1,1,4,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"saveEdited/5[br.ufc.great.syspromocity.model.Users,java.lang.String,java.lang.String,java.lang.String,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,219,7,3,11,23,3,4,5,11,1,1,0,0,0,0,14,0,4,1,2,0,0,0,51,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"deleteFriend/4[long,long,br.ufc.great.syspromocity.controller.Model,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,361,7,3,5,19,1,4,4,5,1,1,0,0,0,0,8,0,6,2,2,0,0,0,28,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"editProfile/2[java.lang.Long,br.ufc.great.syspromocity.controller.Model]",false,158,6,2,10,17,1,3,2,10,1,1,1,0,0,0,9,0,3,0,1,0,0,0,17,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"processRegistrationForm/6[br.ufc.great.syspromocity.controller.Model,br.ufc.great.syspromocity.model.Users,java.lang.String,java.lang.String,java.lang.String,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,444,9,5,12,35,5,6,6,12,0,0,0,1,0,0,21,0,6,0,3,0,0,0,30,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,delete/1[java.lang.Long],false,252,3,1,1,4,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"save/4[br.ufc.great.syspromocity.model.Users,java.lang.String,java.lang.String,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,191,6,2,5,14,2,2,4,5,0,0,0,0,0,0,9,0,2,0,1,0,0,0,24,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,checkUser/0,false,60,2,1,5,4,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"addFriend/4[long,long,br.ufc.great.syspromocity.controller.Model,br.ufc.great.syspromocity.controller.RedirectAttributes]",false,304,7,3,5,18,1,3,4,5,1,1,0,0,0,0,6,0,5,0,2,0,0,0,25,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,setMyStoresService/1[br.ufc.great.syspromocity.service.MyStoresService],false,56,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,"listFriends/2[long,br.ufc.great.syspromocity.controller.Model]",false,331,6,2,8,14,1,3,2,8,1,1,1,0,0,0,6,0,3,0,1,0,0,0,18,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,setAuthoritiesService/1[br.ufc.great.syspromocity.service.AuthoritiesService],false,51,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/controller/UserController.java,br.ufc.great.syspromocity.controller.UserController,add/1[br.ufc.great.syspromocity.controller.Model],false,116,4,1,5,8,1,0,1,5,1,1,0,0,0,0,6,0,0,0,0,0,0,0,13,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Authorities.java,br.ufc.great.syspromocity.model.Authorities,setUsername/1[java.lang.String],false,13,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Authorities.java,br.ufc.great.syspromocity.model.Authorities,setAuthority/1[java.lang.String],false,19,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Authorities.java,br.ufc.great.syspromocity.model.Authorities,getUsername/0,false,10,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Authorities.java,br.ufc.great.syspromocity.model.Authorities,getAuthority/0,false,16,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/AbstractModel.java,br.ufc.great.syspromocity.model.AbstractModel,getId/0,false,22,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/AbstractModel.java,br.ufc.great.syspromocity.model.AbstractModel,hashCode/0,false,31,0,2,1,6,1,2,0,1,0,0,0,1,0,2,0,3,3,2,0,0,0,0,6,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/AbstractModel.java,br.ufc.great.syspromocity.model.AbstractModel,setId/1[Long],false,26,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/AbstractModel.java,br.ufc.great.syspromocity.model.AbstractModel,equals/1[java.lang.Object],false,39,1,7,2,11,6,1,1,2,0,0,0,5,0,0,0,0,1,0,2,0,0,0,10,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,getToDate/0,false,48,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,"Promotion/3[java.lang.Long,java.lang.String,java.util.List<br.ufc.great.syspromocity.model.Coupon>]",true,24,1,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,setCoupons/1[java.util.List<br.ufc.great.syspromocity.model.Coupon>],false,60,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,setFromDate/1[java.util.Date],false,44,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,Promotion/0,true,21,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,setToDate/1[java.util.Date],false,52,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,getCoupons/0,false,56,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,getDescription/0,false,33,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,setDescription/1[java.lang.String],false,36,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,getId/0,false,30,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Promotion.java,br.ufc.great.syspromocity.model.Promotion,getFromDate/0,false,40,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Coupon.java,br.ufc.great.syspromocity.model.Coupon,isConsumed/0,false,88,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Coupon.java,br.ufc.great.syspromocity.model.Coupon,incrementUse/0,false,104,0,2,0,8,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,7,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Coupon.java,br.ufc.great.syspromocity.model.Coupon,isActivated/0,false,80,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Coupon.java,br.ufc.great.syspromocity.model.Coupon,getUsed/0,false,121,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Coupon.java,br.ufc.great.syspromocity.model.Coupon,isValidCoupon/0,false,130,1,4,3,10,1,1,0,3,3,1,0,0,0,0,0,0,3,0,1,0,0,0,15,1,0,true
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Coupon.java,br.ufc.great.syspromocity.model.Coupon,setDescription/1[java.lang.String],false,54,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/armandosoaressousa/git/syspromocity/src/main/java/br/ufc/great/syspromocity/model/Coupon.java,br.ufc.great.syspromocity.model.Coupon,setLimitedToUse/1[int],false,100,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
